"nik","nama","tempatlahir","tanggallahir","jekel","alamat","agama","status"
"2831906103114300","Natalia Bella Mardhiyah","Palu","1997-09-27","1","Gg. Cokroaminoto No. 18, Langsa 54477, SulUt","2","1"
"3095631712931130","Zalindra Handayani S.H.","Pontianak","2018-05-08","0","Psr. Supono No. 348, Mataram 37975, SumBar","4","0"
"5279000305007010","Nadia Aryani S.I.Kom","Pangkal Pinang","1978-07-21","0","Ds. Eka No. 300, Surakarta 15039, Aceh","2","0"
"0771920505965941","Jono Widodo S.Pd","Administrasi Jakarta Pusat","1983-10-26","1","Kpg. Thamrin No. 995, Palangka Raya 22948, SulSel","2","1"
"0135231908127083","Marsudi Nainggolan","Kupang","1972-10-06","0","Dk. Cemara No. 788, Pangkal Pinang 36210, JaTeng","2","1"
"8644204812078299","Ira Laksita","Tomohon","2012-04-13","1","Jln. Banal No. 167, Sukabumi 66026, SumBar","3","1"
"7418645505991170","Prasetyo Pratama","Sawahlunto","1986-04-03","1","Kpg. Yoga No. 436, Administrasi Jakarta Utara 86950, Banten","3","1"
"3762065002168627","Vera Hasanah M.Farm","Administrasi Jakarta Selatan","2000-05-05","1","Dk. Ir. H. Juanda No. 252, Makassar 25690, Bengkulu","4","1"
"2047225008174875","Ivan Siregar","Tarakan","1983-10-28","0","Gg. Bass No. 515, Administrasi Jakarta Barat 11380, KepR","0","0"
"1930051304993617","Tomi Dipa Firgantoro","Banjarbaru","1995-05-27","1","Psr. Muwardi No. 593, Pontianak 53283, MalUt","1","0"
"7629332706189100","Cinthia Haryanti","Pekalongan","1984-04-29","0","Ki. B.Agam 1 No. 947, Sibolga 10740, SulUt","0","1"
"7326015210014903","Elon Kairav Permadi S.Gz","Bekasi","1987-01-04","0","Kpg. Labu No. 931, Sungai Penuh 21844, JaTim","2","1"
"5153475807900178","Queen Widiastuti","Manado","2011-07-18","0","Gg. Pacuan Kuda No. 187, Sungai Penuh 27865, Aceh","3","0"
"0950481311185183","Darman Mitra Mustofa","Sorong","1973-03-04","1","Kpg. Raden No. 644, Tomohon 65939, Maluku","2","0"
"8023531204061593","Umar Dongoran","Singkawang","1997-12-13","1","Dk. Suniaraja No. 902, Bandung 84515, SulSel","0","1"
"9109510803142073","Safina Haryanti M.Farm","Banda Aceh","1988-08-28","0","Ds. Camar No. 788, Payakumbuh 32083, SumBar","0","1"
"3243992712895051","Darmana Habibi S.Pd","Ambon","2005-03-09","1","Ki. Badak No. 814, Administrasi Jakarta Utara 24281, Lampung","3","1"
"4347412810957577","Wakiman Tarihoran S.E.I","Bandung","1991-06-26","0","Kpg. Abang No. 715, Kotamobagu 74513, SulSel","4","1"
"9638176102928516","Langgeng Kadir Prakasa S.Pt","Palopo","1970-09-18","1","Kpg. Jaksa No. 163, Banjarmasin 76256, SulUt","1","1"
"5811222702038525","Mala Uyainah","Palembang","1983-07-04","0","Ds. Bak Mandi No. 115, Kediri 75761, SulBar","3","1"
"7011082601145595","Jelita Ulya Rahmawati","Yogyakarta","1975-03-11","0","Jr. Ters. Kiaracondong No. 824, Palangka Raya 55796, JaTim","4","1"
"3215141704916404","Eman Galuh Sinaga S.Ked","Mojokerto","1980-08-24","1","Ki. Tubagus Ismail No. 883, Lhokseumawe 11237, Banten","5","0"
"1395754804028454","Oni Kania Kuswandari S.Farm","Probolinggo","2018-10-09","0","Ki. Gajah Mada No. 514, Balikpapan 10833, Riau","3","1"
"5380335805952442","Kalim Lantar Firgantoro","Bekasi","2011-04-28","0","Jr. Jagakarsa No. 685, Batam 95364, Bali","1","1"
"1963976702974816","Yulia Ciaobella Aryani M.Ak","Sawahlunto","1995-01-06","1","Psr. Pattimura No. 80, Sungai Penuh 64126, SulSel","3","0"
"4127893108957776","Kani Puspasari","Sukabumi","1996-07-20","1","Ds. Acordion No. 561, Bima 52935, NTT","2","0"
"0489171111150941","Warta Atma Anggriawan S.H.","Probolinggo","1993-02-14","1","Jr. Bambu No. 514, Cirebon 89416, DIY","4","1"
"8538915105893787","Caket Jaiman Anggriawan S.IP","Tidore Kepulauan","2018-06-02","1","Psr. Tambun No. 757, Denpasar 58920, Bali","0","0"
"8386802603131801","Cahyo Opung Hutasoit M.Farm","Yogyakarta","2013-08-09","1","Jln. Raya Ujungberung No. 764, Sibolga 75124, BaBel","5","1"
"5359434407985707","Malika Sarah Palastri","Pekanbaru","1982-06-24","0","Kpg. Babadak No. 551, Prabumulih 12515, NTB","0","1"
"9467083007936361","Sabar Budiyanto","Yogyakarta","1984-10-31","0","Jln. Moch. Yamin No. 357, Banda Aceh 53840, SulTra","1","1"
"2608896304061731","Anom Sabri Latupono","Blitar","2016-12-19","1","Psr. Bakau Griya Utama No. 749, Pekanbaru 87119, KalBar","4","0"
"0180356402147843","Nurul Lailasari","Sukabumi","2001-05-19","1","Jln. Bambon No. 513, Sorong 12000, KalSel","1","1"
"9584990411003968","Maras Nababan","Sibolga","1993-12-13","0","Dk. Ters. Pasir Koja No. 900, Kendari 55115, Banten","0","0"
"6641641808975045","Muhammad Perkasa Budiyanto","Yogyakarta","1978-09-05","0","Gg. Salam No. 671, Magelang 42258, Lampung","3","0"
"2395845712186071","Lutfan Purwa Hutasoit","Mataram","1987-04-16","0","Ds. Bambu No. 424, Jambi 55659, SumBar","4","0"
"8761871512014285","Luthfi Anggriawan","Banjarbaru","2003-03-19","0","Psr. Barasak No. 995, Administrasi Jakarta Utara 60393, PapBar","3","0"
"6562925806161810","Lili Rachel Laksmiwati M.Ak","Cimahi","1982-11-26","0","Dk. Salak No. 633, Palopo 38687, KalBar","0","0"
"5637414208955752","Tri Praba Waluyo","Kupang","1984-02-14","0","Jr. Bak Mandi No. 201, Banjarbaru 54262, JaTeng","5","1"
"4167765211978817","Jagaraga Cemplunk Rajasa","Jayapura","1989-08-29","0","Ds. Bak Air No. 922, Banjarbaru 94379, Aceh","1","1"
"5198662311965869","Martana Dongoran","Palembang","1986-01-26","0","Ds. Basoka No. 182, Pasuruan 30167, DIY","1","1"
"8539036306048027","Nurul Talia Sudiati","Ambon","2018-01-09","1","Jln. Ahmad Dahlan No. 216, Kupang 65658, KalBar","5","0"
"7865531210071809","Harjasa Wadi Pangestu","Sorong","2005-12-08","0","Ds. Bakau No. 909, Salatiga 81236, DIY","3","1"
"9145736902046918","Kenzie Saputra","Surakarta","2013-05-05","0","Jr. Veteran No. 869, Magelang 24452, Gorontalo","5","0"
"9770276101083087","Tami Cinthia Hartati M.Farm","Banda Aceh","2008-09-13","0","Jr. Hasanuddin No. 181, Yogyakarta 96387, KalSel","0","1"
"6342312511094519","Vivi Winarsih","Bandar Lampung","1977-03-26","0","Kpg. Sutami No. 246, Denpasar 47829, Bengkulu","0","1"
"7969081712161656","Jefri Tamba","Palembang","1978-01-27","1","Ds. Bagonwoto  No. 329, Surabaya 81942, Bengkulu","0","1"
"9921730608121113","Farah Nuraini","Banjarmasin","2006-02-21","0","Jr. Ujung No. 585, Pagar Alam 71566, PapBar","3","1"
"1057784612183816","Soleh Januar","Sungai Penuh","2011-12-29","0","Ki. Uluwatu No. 291, Tomohon 90872, DKI","5","1"
"9491982409997679","Opung Pradana","Tanjungbalai","2001-04-04","1","Kpg. Ters. Jakarta No. 404, Administrasi Jakarta Barat 60018, NTB","1","1"
"7328526402145605","Rahmat Hutagalung S.Pt","Balikpapan","1993-05-12","1","Psr. Surapati No. 160, Langsa 35636, DIY","4","1"
"6000186212097653","Nilam Kuswandari","Langsa","2004-02-20","0","Ki. Sudirman No. 536, Blitar 77002, Papua","0","1"
"5300825803057680","Sakura Hassanah S.E.","Banda Aceh","1998-10-15","1","Ki. Yos No. 730, Bandung 20261, JaTeng","0","1"
"8040480701005399","Padmi Zulaika","Bandung","1972-08-03","1","Ki. Banal No. 187, Blitar 35245, Gorontalo","2","0"
"4065034108185032","Dariati Ramadan","Pariaman","1976-10-17","1","Psr. K.H. Maskur No. 311, Pariaman 12024, SulTra","1","1"
"3460482001045797","Timbul Mustofa Saptono","Padang","2014-01-01","1","Ki. Adisumarmo No. 657, Serang 85705, SulTeng","0","1"
"7013884611105348","Lamar Wibisono","Tidore Kepulauan","1996-03-06","0","Gg. Baabur Royan No. 807, Tebing Tinggi 72242, SulTeng","4","1"
"3568916507156110","Danuja Sitorus M.TI.","Batu","1986-03-16","0","Gg. Baladewa No. 698, Bengkulu 43680, Bali","3","1"
"9196605711976126","Nyana Mandala","Tomohon","2001-07-17","0","Jln. Gremet No. 194, Administrasi Jakarta Selatan 45768, SulTeng","3","1"
"9628862009141601","Ajeng Sudiati","Yogyakarta","2001-01-26","1","Gg. Sukabumi No. 582, Lhokseumawe 92634, Papua","4","0"
"8841414804139928","Rahmi Fujiati","Sawahlunto","2008-01-31","1","Kpg. Taman No. 241, Blitar 78497, KalSel","3","0"
"2983490410072257","Rika Zelda Rahmawati S.Sos","Tarakan","1988-11-28","1","Jln. Cihampelas No. 728, Tanjung Pinang 25700, Bengkulu","2","1"
"3864716905094615","Novi Lailasari","Sibolga","1970-03-27","0","Gg. Bakti No. 771, Tarakan 47450, SulTra","0","0"
"3911455206062061","Agnes Elisa Laksmiwati S.Pt","Malang","2013-01-28","1","Kpg. Jagakarsa No. 578, Sungai Penuh 77527, KalTeng","1","1"
"5128254204960743","Nugraha Ganjaran Santoso S.Pd","Banjarbaru","2010-10-16","1","Jln. Bara No. 345, Kediri 46661, SumBar","0","0"
"2143033006122088","Ilyas Ivan Suryono S.Psi","Yogyakarta","2005-11-06","0","Ds. Monginsidi No. 677, Tarakan 53164, SumSel","3","1"
"8125042109994156","Cornelia Halimah","Bandar Lampung","1970-07-21","1","Psr. Sudiarto No. 662, Langsa 81106, JaBar","3","1"
"0276295911088224","Agnes Wani Haryanti","Tidore Kepulauan","1994-03-05","0","Ki. Honggowongso No. 617, Blitar 72350, KalUt","5","1"
"7021756603922872","Ami Rahayu","Pariaman","1983-10-26","1","Psr. Jambu No. 424, Gunungsitoli 75425, JaTeng","5","1"
"5029041409046238","Banawa Wibisono","Singkawang","1993-05-03","0","Jln. Basket No. 281, Tebing Tinggi 20818, Lampung","1","0"
"4475917108011557","Almira Mayasari","Mataram","2004-06-11","0","Ds. Padang No. 639, Surakarta 97519, MalUt","3","1"
"7603125405187703","Muni Putu Hardiansyah S.H.","Semarang","2003-04-10","0","Ds. Banda No. 77, Tanjungbalai 15863, BaBel","0","0"
"6790731102132693","Gangsar Nababan","Sibolga","2011-06-16","0","Kpg. Sampangan No. 58, Subulussalam 16258, SumUt","3","0"
"4865161509890478","Ifa Shakila Mulyani","Palopo","1973-11-18","0","Gg. Katamso No. 970, Tomohon 29530, KalSel","5","1"
"9513112506892578","Cici Hastuti M.Ak","Dumai","2001-12-13","1","Kpg. Kartini No. 386, Tanjungbalai 24530, KalTim","2","0"
"0082855903033069","Satya Bakiman Uwais S.Psi","Makassar","1999-04-06","0","Kpg. Bacang No. 986, Tegal 88691, KalUt","3","0"
"3533726307037087","Zahra Maryati","Administrasi Jakarta Selatan","1974-07-10","0","Ds. Tambak No. 27, Tarakan 55326, Bali","1","0"
"2504646009182106","Janet Tina Nasyidah","Palu","1975-12-17","1","Ds. Yogyakarta No. 455, Administrasi Jakarta Timur 93798, Jambi","1","1"
"4363906411117923","Dina Vera Lailasari S.H.","Mataram","2018-09-29","1","Ds. Pacuan Kuda No. 524, Depok 94070, SumUt","5","1"
"6801812705093046","Jatmiko Wibisono","Sibolga","1987-05-07","0","Psr. Baja No. 859, Kediri 54167, NTT","1","0"
"2014222003179963","Zahra Rahayu","Subulussalam","2018-10-09","1","Kpg. Haji No. 816, Tangerang Selatan 63481, SulBar","3","1"
"7221700301969289","Salimah Gilda Hastuti S.Psi","Manado","1979-10-24","1","Jr. Rajawali Barat No. 640, Denpasar 34558, PapBar","1","1"
"8487821611032544","Dono Damu Sitompul M.Ak","Banjar","1983-03-31","0","Psr. Nakula No. 280, Surakarta 41029, PapBar","4","1"
"1506516102957920","Cahyo Saptono","Cilegon","1990-10-14","1","Gg. K.H. Wahid Hasyim (Kopo) No. 388, Sukabumi 39704, Jambi","5","1"
"8194572212181909","Kamila Padmi Andriani S.Pd","Banda Aceh","2011-05-26","1","Kpg. Peta No. 395, Administrasi Jakarta Utara 53143, KalUt","2","1"
"6490012106183104","Latif Saptono","Tual","1994-12-16","1","Gg. Villa No. 909, Pontianak 11069, JaTim","1","1"
"3484852109064167","Nadia Mulyani","Jambi","1974-08-24","0","Psr. Bakau No. 683, Bandung 20328, Aceh","4","1"
"7614490911111443","Yusuf Waskita S.Ked","Singkawang","2015-09-28","1","Ds. Basudewo No. 691, Cilegon 78209, Riau","0","0"
"3730362409931304","Martana Najmudin S.Pd","Bukittinggi","1991-03-31","0","Gg. Baiduri No. 819, Batam 33703, KepR","0","0"
"8776655610993957","Kacung Kusumo","Cirebon","2015-03-03","0","Dk. Antapani Lama No. 583, Batam 19093, PapBar","4","0"
"9011405607174643","Hamima Nabila Padmasari S.E.","Pematangsiantar","1999-10-26","0","Gg. Yohanes No. 576, Yogyakarta 43835, SumSel","1","1"
"7889435412006204","Padmi Nuraini","Pematangsiantar","2008-10-01","1","Ki. Setiabudhi No. 604, Ambon 97761, SulBar","0","1"
"5107951011910828","Kenzie Baktiono Manullang","Probolinggo","2013-02-01","1","Gg. Krakatau No. 627, Binjai 74557, Jambi","3","1"
"1440760904082048","Siti Oktaviani","Lubuklinggau","1992-03-04","1","Ds. M.T. Haryono No. 837, Pasuruan 20862, SulTra","5","1"
"6550424701169025","Cakrabuana Iswahyudi","Bogor","1989-02-17","1","Kpg. Acordion No. 472, Banjarbaru 60674, NTT","0","0"
"1697490402121595","Artanto Utama Kuswoyo M.Farm","Cimahi","1990-04-14","0","Gg. Yosodipuro No. 622, Tebing Tinggi 37178, Banten","1","0"
"6489966503096708","Balijan Hutasoit","Manado","1997-12-31","0","Ki. Dipatiukur No. 102, Malang 91541, JaTeng","4","0"
"4176632805010543","Aisyah Pratiwi","Sibolga","1989-02-15","0","Kpg. Sam Ratulangi No. 126, Magelang 82030, NTT","1","1"
"4112465910035628","Ibrani Maryadi","Samarinda","2010-05-19","0","Dk. Ters. Kiaracondong No. 72, Binjai 65783, Gorontalo","2","1"
"0745986306098729","Lanang Mahmud Prabowo S.I.Kom","Prabumulih","1979-11-22","1","Ki. Kebonjati No. 869, Bitung 20109, SulUt","0","0"
"3882790605047639","Dalima Andriani","Kediri","1997-03-09","0","Ki. Baha No. 193, Magelang 93206, KalUt","2","1"
"8740734608043032","Jaswadi Caraka Prasasta","Tomohon","1997-04-09","0","Kpg. K.H. Maskur No. 482, Pontianak 62804, MalUt","1","1"
"6498204603066428","Puspa Padmasari","Makassar","2001-12-16","1","Kpg. Yohanes No. 457, Cirebon 31551, Bali","4","0"
"4425826510136826","Samsul Artanto Samosir S.I.Kom","Tangerang","2001-04-15","0","Ki. Pahlawan No. 48, Dumai 55707, Aceh","1","1"
"1859371604978533","Vanesa Usamah","Palopo","1981-07-30","0","Ds. Yogyakarta No. 519, Subulussalam 30773, Aceh","3","0"
"6190474905119019","Imam Mansur S.Sos","Pekalongan","1976-01-06","0","Dk. Pacuan Kuda No. 375, Kupang 74150, Papua","5","0"
"4954625011993975","Elisa Eli Wijayanti","Makassar","1989-12-13","1","Jln. Achmad No. 602, Samarinda 35559, KalTeng","5","1"
"3519626610961702","Endra Karsa Tamba","Cirebon","1983-03-05","1","Ds. Jend. Sudirman No. 227, Bukittinggi 22529, DIY","2","0"
"1566142403120206","Parman Kacung Tampubolon","Makassar","1982-05-07","1","Jr. Thamrin No. 368, Tomohon 68572, Banten","3","0"
"8880164902075051","Unggul Megantara","Pagar Alam","1998-04-24","0","Ds. Supono No. 21, Bogor 23540, SumBar","0","1"
"8566084711977075","Ellis Nasyiah","Bekasi","1991-08-14","0","Dk. Tambun No. 300, Bukittinggi 15423, JaTeng","3","1"
"4612744406141831","Rini Usada","Cirebon","1996-01-31","0","Kpg. Haji No. 842, Gorontalo 56167, Papua","1","0"
"1912161910042243","Tiara Rahimah","Surabaya","1983-06-10","0","Psr. Baja No. 741, Gorontalo 49802, SulTra","5","0"
"0097716110161794","Harsaya Hidayanto","Tomohon","2001-08-08","0","Psr. Rajiman No. 396, Mojokerto 78321, JaBar","2","1"
"3671056709025224","Padmi Rahimah","Jayapura","2007-05-11","0","Jr. Ters. Kiaracondong No. 746, Sabang 52561, Jambi","3","0"
"2524636104165536","Elma Handayani","Pangkal Pinang","1971-05-08","0","Gg. Batako No. 914, Palopo 40642, KalSel","0","1"
"0863070606993548","Lasmanto Waluyo","Banda Aceh","2012-02-19","0","Psr. Ekonomi No. 741, Probolinggo 58625, SumSel","0","0"
"9119592602026061","Michelle Ophelia Riyanti","Pagar Alam","1993-08-29","0","Jln. S. Parman No. 825, Madiun 69142, KalTeng","2","0"
"6164002711018161","Cakrawala Dabukke M.Ak","Sungai Penuh","1973-05-08","1","Ds. Asia Afrika No. 393, Samarinda 30597, Papua","2","1"
"5429094510036379","Rahmat Hartana Simbolon","Palopo","1974-05-23","0","Psr. Bawal No. 994, Tomohon 46137, KalTeng","4","1"
"2853281404051230","Kiandra Hana Susanti","Tomohon","2001-09-01","0","Gg. Bappenas No. 291, Makassar 73231, JaBar","3","1"
"9298160801902375","Ibrahim Hardiansyah M.TI.","Salatiga","1985-12-16","1","Kpg. Flores No. 393, Administrasi Jakarta Pusat 15600, KalUt","4","0"
"4907212510147584","Gawati Halimah","Manado","2013-05-25","0","Ki. Teuku Umar No. 314, Kupang 97900, DKI","4","1"
"6931532308032803","Tirta Pangestu","Gorontalo","2006-07-29","1","Dk. Gatot Subroto No. 677, Ambon 22989, BaBel","2","1"
"7302146501998508","Umi Salsabila Puspita","Bau-Bau","2006-12-04","0","Psr. Ketandan No. 8, Bogor 45551, Lampung","1","1"
"7306736507955108","Baktiono Gunawan","Pekalongan","2009-10-02","1","Dk. Baha No. 428, Bengkulu 51781, Aceh","3","0"
"7912465803041539","Drajat Ajimin Kurniawan S.E.","Banjarbaru","1994-08-24","1","Gg. Moch. Toha No. 670, Denpasar 39429, KalUt","0","0"
"8634753110068868","Lalita Novitasari S.Farm","Makassar","1996-08-02","0","Kpg. Kiaracondong No. 57, Manado 21225, SumSel","3","0"
"4554904907981553","Carub Hakim","Salatiga","2003-08-24","0","Jln. Bahagia  No. 827, Banjar 54742, DKI","3","0"
"2986564205937424","Ibun Kurniawan","Bima","2004-05-22","1","Gg. Jaksa No. 182, Tarakan 43831, Jambi","1","0"
"0593191309161258","Prayoga Cakrawala Haryanto","Kotamobagu","1981-03-01","1","Dk. Moch. Yamin No. 614, Sukabumi 37358, SumUt","0","1"
"8222781004932304","Diana Namaga","Batu","2013-08-19","1","Jln. Lembong No. 697, Tual 33012, DIY","5","0"
"3339066705139776","Siska Pertiwi S.I.Kom","Tomohon","1977-06-22","1","Kpg. Basoka No. 392, Tidore Kepulauan 93747, JaTeng","3","0"
"9586314204956787","Karsa Mahmud Wacana","Pagar Alam","1987-10-24","1","Jr. Yohanes No. 901, Surakarta 56884, SulUt","4","0"
"8560251304061561","Zulfa Nurdiyanti","Madiun","1973-04-13","0","Ki. Sunaryo No. 51, Blitar 99234, SumUt","5","1"
"7678214104097525","Widya Sarah Oktaviani S.Farm","Tegal","1983-12-14","1","Jr. Kali No. 90, Bekasi 84229, DKI","0","0"
"6964094307975414","Rahayu Astuti S.Psi","Singkawang","1980-03-15","0","Jln. Basuki Rahmat  No. 755, Pontianak 96954, Lampung","2","1"
"0511301112083797","Vicky Pertiwi","Pematangsiantar","1980-06-01","0","Dk. Kiaracondong No. 439, Cirebon 55125, SumSel","3","1"
"4240094904185784","Clara Yessi Yuniar S.IP","Batam","2017-11-10","0","Dk. Veteran No. 646, Lhokseumawe 25606, Jambi","4","1"
"1710920703970247","Maida Ifa Halimah S.Pd","Salatiga","1970-01-15","0","Jln. Imam No. 458, Banda Aceh 31605, Jambi","3","0"
"8748930612145471","Zelda Widiastuti","Balikpapan","1987-04-24","1","Gg. Diponegoro No. 922, Administrasi Jakarta Timur 60833, SulBar","4","1"
"6579012303150348","Nyana Luwar Sihombing","Cimahi","1998-01-13","0","Kpg. Gremet No. 907, Gunungsitoli 26598, SumSel","5","0"
"4438040701003293","Cahyadi Gada Nashiruddin","Tual","2009-09-01","1","Jr. Yogyakarta No. 254, Binjai 97882, KalTim","0","1"
"7020753010158195","Wirda Faizah Lailasari S.Gz","Kupang","1998-07-21","1","Ki. Teuku Umar No. 156, Sungai Penuh 38810, NTB","0","1"
"9621492402149819","Cahyadi Najmudin M.Farm","Sabang","2013-02-16","1","Ki. Babakan No. 634, Pekanbaru 36820, SumBar","3","1"
"4482185509037937","Among Hutasoit","Tomohon","1994-11-26","0","Ki. Sukabumi No. 381, Blitar 41818, KalUt","4","0"
"3078516504118076","Oskar Wacana S.Kom","Pasuruan","1982-04-01","1","Jr. Gotong Royong No. 418, Padangsidempuan 46100, KalBar","3","1"
"6442656106033048","Najam Firmansyah","Palu","1984-06-01","0","Psr. Basuki No. 180, Pontianak 99475, KepR","3","0"
"7728735902182114","Bancar Sihotang","Tidore Kepulauan","1993-09-04","0","Ki. Jend. Sudirman No. 753, Jayapura 16596, BaBel","0","0"
"8996056501113638","Gilang Danuja Iswahyudi S.IP","Solok","1975-11-28","1","Psr. Otto No. 393, Tidore Kepulauan 33495, KalTim","5","1"
"6353975711056520","Rina Padma Palastri","Depok","1975-06-24","0","Dk. Basket No. 536, Parepare 84915, Jambi","3","1"
"7983030404186045","Anom Prasetyo S.Ked","Bau-Bau","2012-10-07","0","Jr. Thamrin No. 837, Payakumbuh 84737, SulSel","1","1"
"3578725412011783","Tari Zamira Yuliarti","Banjarbaru","2010-06-09","0","Jln. Pasir Koja No. 646, Lubuklinggau 75143, SulSel","0","1"
"8774671405924596","Viktor Setiawan","Binjai","1993-10-06","1","Kpg. Bambon No. 886, Bitung 71964, SulUt","4","0"
"8125006205923413","Kezia Utami","Pekalongan","1980-07-23","0","Kpg. Ciumbuleuit No. 736, Bima 26568, SumBar","5","0"
"1788190601909887","Gasti Pudjiastuti S.Pd","Pekalongan","1980-05-16","1","Jr. Wahid No. 127, Mataram 18259, JaTim","1","0"
"2891991408044124","Nasrullah Maryadi S.Farm","Sungai Penuh","1987-08-28","0","Ki. Nangka No. 14, Administrasi Jakarta Pusat 48421, SumSel","2","1"
"1712152412119167","Gambira Sihombing S.Kom","Lhokseumawe","1989-11-14","0","Ds. Lumban Tobing No. 458, Gorontalo 17024, KalBar","5","1"
"8216945407156881","Rahmi Unjani Laksmiwati S.E.","Salatiga","2018-08-04","1","Ki. Gegerkalong Hilir No. 703, Lubuklinggau 65598, KepR","3","1"
"8060756010930747","Keisha Mulyani","Depok","1978-06-04","0","Psr. Imam Bonjol No. 12, Sungai Penuh 90418, KalSel","1","0"
"9974132110022281","Yance Rahayu","Pekanbaru","1977-10-31","0","Jr. Cikapayang No. 28, Subulussalam 26559, KalTeng","1","1"
"2178416309010116","Legawa Tarihoran","Manado","1978-06-13","1","Psr. Yogyakarta No. 464, Sorong 44561, Bali","0","0"
"5102456909959646","Danang Sitompul S.I.Kom","Parepare","1981-10-01","1","Jr. Rajawali No. 182, Lhokseumawe 75111, KalTim","1","0"
"7491060902127309","Ani Lala Yuliarti","Ambon","2007-10-13","0","Jln. Bambon No. 637, Batu 35015, SulSel","1","1"
"1516812701926273","Kamal Dasa Uwais M.Kom.","Tangerang","1974-10-30","1","Ki. Adisucipto No. 73, Magelang 47022, Bengkulu","2","0"
"6876000612095095","Dina Cornelia Handayani S.Farm","Tangerang Selatan","1986-08-10","0","Ki. Sampangan No. 851, Probolinggo 59328, Maluku","4","0"
"9424574507006899","Indra Ramadan","Tanjungbalai","2012-12-15","0","Kpg. Krakatau No. 69, Administrasi Jakarta Selatan 32800, Bali","2","1"
"4216016803144830","Lala Anggraini","Pematangsiantar","2010-12-07","1","Ki. Adisucipto No. 665, Bau-Bau 39187, Aceh","0","1"
"5550321205978011","Oliva Hassanah","Tidore Kepulauan","2010-08-21","0","Kpg. Bakit  No. 302, Sawahlunto 69437, SulBar","4","0"
"3831324306137348","Kemal Thamrin M.Farm","Malang","2013-12-04","1","Gg. Kiaracondong No. 183, Probolinggo 24918, SulUt","3","1"
"3489561811086071","Bagas Budiyanto M.Kom.","Cimahi","2001-04-19","0","Psr. Ters. Buah Batu No. 997, Solok 27245, Maluku","1","0"
"7577484608971134","Shania Puspita","Tangerang","2011-06-09","1","Kpg. Salak No. 51, Samarinda 92281, JaBar","4","0"
"1912365502997528","Cahyo Saputra","Surabaya","1980-07-29","0","Psr. Pasir Koja No. 634, Bandung 84284, JaTeng","5","0"
"5469175805050502","Laras Farhunnisa Puspita","Gorontalo","2014-08-12","0","Gg. Pacuan Kuda No. 850, Semarang 16665, SulUt","4","1"
"9698144805980031","Devi Kusmawati","Cilegon","2001-06-15","1","Jr. Pelajar Pejuang 45 No. 409, Salatiga 96838, JaTim","2","0"
"3651612807902341","Novi Nadine Puspasari M.Ak","Administrasi Jakarta Timur","1990-05-24","0","Ki. Raya Setiabudhi No. 540, Pangkal Pinang 82890, Papua","3","1"
"7204411011922970","Mulyanto Anom Santoso S.IP","Lhokseumawe","1993-06-08","0","Kpg. Untung Suropati No. 939, Kupang 58075, Maluku","1","1"
"7965536402044445","Jaka Firgantoro S.IP","Gunungsitoli","1999-07-07","0","Psr. Baranang Siang No. 898, Prabumulih 15574, SulTra","2","1"
"2868606911938238","Devi Kuswandari","Padang","1995-03-08","0","Jr. Fajar No. 313, Magelang 52680, SulSel","3","1"
"5208436107904577","Violet Titi Pudjiastuti","Binjai","1988-10-26","0","Jr. Dewi Sartika No. 517, Palembang 25115, MalUt","5","1"
"8873805710071437","Talia Farida","Manado","2016-07-11","1","Psr. Jend. A. Yani No. 101, Lubuklinggau 75022, DKI","3","1"
"1763435407019346","Karta Saefullah","Padangpanjang","2007-08-02","1","Gg. Bahagia No. 465, Manado 22480, Maluku","3","1"
"1911806209189344","Karsana Dabukke","Pariaman","1995-06-08","1","Jln. Halim No. 526, Solok 56086, SulUt","0","0"
"5834945412137856","Hilda Kasiyah Palastri","Medan","1989-05-13","0","Psr. Kartini No. 813, Tasikmalaya 89711, KepR","2","1"
"5641022808895122","Irma Widya Anggraini","Parepare","1988-12-31","1","Dk. Baung No. 678, Padang 63302, PapBar","1","0"
"5491421706023594","Lasmanto Maheswara S.Ked","Pariaman","1996-01-28","1","Gg. Rajawali Timur No. 603, Banjarmasin 33848, SulTra","4","0"
"2857592404139578","Ella Mandasari","Gunungsitoli","1974-06-24","1","Gg. Lumban Tobing No. 347, Metro 11425, SumUt","3","0"
"8115216002153623","Ajiono Unggul Sihotang","Batu","2013-10-20","1","Ds. Baranang No. 979, Bau-Bau 41062, Aceh","4","1"
"2757217011957678","Kartika Halimah","Cilegon","1980-11-24","1","Kpg. Gotong Royong No. 926, Denpasar 41565, KalUt","2","1"
"6830696406083758","Nadia Winarsih","Lubuklinggau","1999-01-06","1","Kpg. Abdul Muis No. 640, Bandar Lampung 68864, JaBar","4","1"
"3854920501941898","Salimah Halimah","Tangerang","2001-10-17","0","Psr. Sutarjo No. 735, Kendari 22940, Jambi","3","1"
"3810606501962248","Puti Padmasari","Probolinggo","1995-07-24","0","Dk. Gegerkalong Hilir No. 233, Administrasi Jakarta Timur 27333, NTT","4","1"
"4670556312917971","Padma Aisyah Farida S.Ked","Bukittinggi","1976-03-23","1","Kpg. Tambak No. 456, Pekanbaru 42899, Lampung","1","0"
"3672465608944526","Harjo Jaiman Tamba","Medan","2012-12-09","0","Jr. Bacang No. 285, Bima 32854, KalBar","0","0"
